id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts112498,Central Park,SHOW,"An animated musical series that tells the story of how a family of caretakers, who live and work in Central Park, end up saving the park and basically the world.",2020,TV-PG,24,"['comedy', 'animation']",['US'],3.0,tt8129006,6.8,3410.0,14.924,6.8
ts235964,Amazing Stories,SHOW,"Each episode transports the audience to worlds of wonder through the lens of today’s most imaginative filmmakers, directors and writers. A reimagining of the original anthology series by Steven Spielberg.",2020,TV-PG,51,"['action', 'scifi', 'drama', 'fantasy']",['US'],1.0,tt5165368,6.2,5806.0,18.621,7.5
ts128408,Home Before Dark,SHOW,A young girl from the big city uncovers clues to an unsolved cold case while visiting her father's small lakeside town.,2020,TV-14,45,"['crime', 'drama', 'thriller']",['US'],2.0,tt6053512,7.4,10297.0,34.814,7.6
ts251860,Long Way Up,SHOW,"Follow Ewan McGregor and his friend Charley Boorman as they travel on electric Harley-Davidsons 13,000 miles through Central and South America. A follow up to previous series Long Way Round and Long Way Down.",2020,TV-14,47,"['documentation', 'reality']",['GB'],1.0,tt12824922,8.2,4130.0,7.0,7.6
ts237884,Losing Alice,SHOW,"The story of Alice, an ambitious 47 year old female film director who becomes obsessed with 24 year old femme-fatale Sophie and eventually surrenders all moral integrity in order to achieve power, success and unlimited relevance.",2020,TV-MA,48,"['drama', 'romance', 'thriller']",['IL'],1.0,tt12398140,6.6,1827.0,8.165,7.2
tm845534,Boys State,MOVIE,"In an unusual experiment, a thousand 17-year-old boys from Texas join together to build a representative government from the ground up.",2020,PG-13,109,['documentation'],['US'],,tt11095742,7.6,4908.0,6.774,7.2
ts81913,Little America,SHOW,"An anthology series that goes beyond the headlines to look at the funny, romantic, heartfelt, inspiring and surprising stories of immigrants in America at a time when they are more relevant than ever.",2020,TV-14,44,"['drama', 'scifi', 'comedy', 'history']",['US'],1.0,tt13168588,7.5,3029.0,9.951,6.9
ts252837,Tiny World,SHOW,"This docuseries showcases nature's lesser-known tiny heroes. Spotlighting small creatures and the extraordinary things they do to survive, each episode is filled with surprising stories and spectacular cinematography.",2020,TV-G,30,['documentation'],['US'],2.0,tt13007904,8.9,2019.0,20.45,8.0
tm850365,Beastie Boys Story,MOVIE,"Here’s a little story they’re about to tell… Mike Diamond and Adam Horovitz share the story of their band and 40 years of friendship in a live documentary directed by friend, collaborator, and their former grandfather, Spike Jonze.",2020,,119,"['documentation', 'music']","['GB', 'US']",,tt11615290,7.7,6460.0,13.333,7.8
tm531724,The Banker,MOVIE,In the 1960s two African-American entrepreneurs hire a working-class white man to pretend to be the head of their business empire while they pose as a janitor and chauffeur.,2020,R,120,['drama'],['US'],,tt6285944,7.3,26313.0,16.864,7.5
ts224872,Home,SHOW,A never-before-seen look inside the world’s most innovative homes with each episode unveiling the boundary-pushing imagination of the visionaries who dared to dream and build them.,2020,TV-PG,32,['documentation'],['US'],1.0,tt8068900,7.4,620.0,5.203,7.6
ts109866,Little Voice,SHOW,"A love letter to the diverse musicality of New York, it explores the universal journey of finding your authentic voice in your early twenties.",2020,TV-MA,30,"['drama', 'music', 'romance', 'comedy']",['US'],1.0,tt8521376,7.1,2321.0,20.631,8.0
ts222361,Ghostwriter,SHOW,"When a ghost haunts a neighborhood bookstore and starts releasing fictional characters into the real world, four kids must team up to solve an exciting mystery surrounding the ghost’s unfinished business.",2019,TV-G,24,"['scifi', 'fantasy', 'family']",['US'],2.0,tt11004134,5.5,892.0,14.582,7.4
ts252865,Becoming You,SHOW,"Told through the eyes of over 100 kids across the globe, this docuseries chronicles how children learn to think, speak, move, and love from birth to age five.",2020,TV-G,41,['documentation'],"['GB', 'US']",1.0,tt13007964,7.9,403.0,4.084,5.0
ts223910,Visible: Out On Television,SHOW,"Explore the history of the LGBTQ movement through the lens of TV in this five-part docuseries. Combining archival footage with new interviews, it looks at homophobia, invisibility, the evolution of LGBTQ characters, and coming out in the TV industry.",2020,TV-MA,62,"['documentation', 'history']",['US'],1.0,tt11610268,8.1,1119.0,9.164,6.1
ts256068,Stillwater,SHOW,"Siblings Karl, Addy and Michael have a very special next-door neighbor: a wise panda named Stillwater. His friendship and stories give them new perspectives on the world, themselves, and each other.",2020,TV-Y7,22,"['animation', 'family']",['US'],2.0,tt13135714,8.3,391.0,14.463,9.7
tm916249,Fireball: Visitors From Darker Worlds,MOVIE,"This remarkable journey across our planet and universe explores how meteorites, shooting stars, and deep impacts have awoken our wonder about other realms—and make us rethink our destinies.",2020,PG,97,['documentation'],"['US', 'AT', 'GB']",,tt9203832,7.0,2750.0,6.349,6.5
tm679434,Peanuts in Space: Secrets of Apollo 10,MOVIE,"Ron Howard and Jeff Goldblum discuss the 1969 NASA Apollo 10 mission that featured a lunar module named ""Snoopy"" skimming around the moon's surface in preparation for the Apollo 11 moon-landing.",2019,,9,"['family', 'history', 'animation']",['US'],,tt10238966,6.6,117.0,1.256,6.4
ts237958,Greatness Code,SHOW,"Iconic athletes pull back the curtain on a pivotal career moment when they touched greatness. A stylized hybrid of live action and visual effects, this short-form docuseries sheds new light on the sports legends you thought you knew.",2020,TV-PG,6,"['documentation', 'sport']",['US'],2.0,tt12615492,4.4,327.0,7.35,6.3
ts216818,Dear...,SHOW,An inventive approach to biographies of iconic figures in society by using letters written by those whose lives have been changed through their work.,2020,TV-MA,31,['documentation'],['US'],2.0,tt10597242,6.6,350.0,6.208,8.3
ts255160,Earth at Night in Color,SHOW,"Filmed across six continents, this docuseries uses cutting-edge camera technology to capture animals' nocturnal lives, revealing new behaviours filmed in full color like never before.",2020,TV-PG,29,['documentation'],['US'],2.0,tt13008036,8.3,1274.0,13.313,8.2
