id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts20513,Fairy Tail,SHOW,"Lucy is a 17-year-old girl, who wants to be a full-fledged mage. One day when visiting Harujion Town, she meets Natsu, a young man who gets sick easily by any type of transportation. But Natsu isn't just any ordinary kid, he's a member of one of the world's most infamous mage guilds: Fairy Tail.",2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,tt1528406,8.0,23932.0,30.543,7.9
ts35155,Gurren Lagann,SHOW,"In the distant future, mankind has lived quietly and restlessly underground for hundreds of years, subject to earthquakes and cave-ins. Living in one such village are 2 young men: one named Simon who is shy and naïve, and the other named Kamina who believes in the existence of a “surface” world above their heads.",2007,TV-14,24,"['scifi', 'action', 'comedy', 'drama', 'animation']",['JP'],1.0,tt0948103,8.3,17024.0,22.238,8.2
ts26050,Mushi-Shi,SHOW,"Ginko, a Mushi master, travels from place to place researching the Mushi and helping people who are suffering because of it.",2005,TV-14,24,"['scifi', 'action', 'drama', 'thriller', 'animation', 'fantasy', 'horror']",['JP'],3.0,tt0807832,8.5,13196.0,27.339,8.2
ts25863,Soul Eater,SHOW,"At the Death Weapon Meister Academy, three teams must collect the souls of 99 evil humans and one witch.",2008,TV-14,24,"['scifi', 'action', 'comedy', 'fantasy', 'horror', 'animation']",['JP'],1.0,tt1214085,7.8,12378.0,59.313,7.9
ts3805,Afro Samurai,SHOW,"In a futuristic Japan where conflicts are settled by the sword, Afro Samurai must avenge his father's murder by challenging a powerful warrior.",2007,TV-MA,25,"['action', 'drama', 'animation', 'fantasy']",['US'],1.0,tt0473328,7.6,16393.0,17.797,7.2
tm77116,Sword of the Stranger,MOVIE,"Pursued by formidable Chinese assassins, young Kotaro and his dog run into No Name, a mysterious stranger who gets pulled into the chase. The unlikely companions form a bond over saving the dog from a poison attack, but chaos erupts when the assassins find Kotaro, and No Name must face his past before a horrible fate is met again.",2007,PG-13,103,"['action', 'animation']",['JP'],,tt1121794,7.8,16295.0,17.851,7.6
ts20548,Monogatari,SHOW,"Although there are still traces of the brief period he became a vampire, third-year high school student Koyomi Araragi is human again. He happens upon others with their own supernatural problems and finds that he can empathize. Koyomi becomes involved in their lives, seeking to help them and occasionally asking for advice from Meme Oshino, the homeless man who helped him become human again.",2009,TV-14,25,"['comedy', 'drama', 'animation', 'thriller', 'action', 'scifi', 'fantasy', 'romance']",['JP'],12.0,tt1480925,8.0,5458.0,58.109,8.2
ts21740,Black Butler,SHOW,"In Victorian-era London, on the night of Ciel Phantomhive's tenth birthday a fire destroyed his manor and killed both of his parents. In a moment of death Ceil strikes a deal with a demon, his soul in exchange for revenge. This demon becomes his butler and calls himself by name of Sebastian Michaelis, to protect and serve Ciel until the deal has been completed. One month after the fire Ciel returns from being missing, with his new butler Sebastian. Ceil is now the head of the Phantomhive corporation, handling all business affairs as well as the work as the Queen of England’s guard dog and looking for his parents murders.",2008,TV-MA,25,"['scifi', 'fantasy', 'animation', 'comedy', 'drama', 'thriller', 'crime', 'horror', 'action']",['JP'],3.0,tt1316554,8.3,1856.0,27.454,7.6
ts19528,Ergo Proxy,SHOW,"In a futuristic world almost barren of life, mankind is confined to mechanized domed cities where A.I.’s control all aspects of life. In this world, humans are no longer born, they are manufactured in a production line; and alongside them live androids known as autoreivs. Within one of these domed sanctuaries named Romdeau lives Re-l Mayer, one of a few citizens who aren’t entirely prevented from thinking. Her grandfather's prominent position and the affection of the scientist Daedalus have left her more free will than is normally allowed, but Re-l has started to question the sanctity of the city and the citizens' perfect way of life. With mysterious beings known as proxies causing havoc and a man named Vincent causing great influence on her life, Re-l must travel outside of the city to find the answers she seeks and discover the mystery behind ""the awakening"".",2006,TV-MA,27,"['scifi', 'thriller', 'crime', 'animation', 'action', 'drama']",['JP'],1.0,tt0791205,7.9,13942.0,12.495,7.6
ts25846,Spice and Wolf,SHOW,"Lawrence, a traveling merchant searching for profit, finds a naked girl with the ears and tail of a wolf asleep in his cart. Her name is Holo – a harvest goddess with an untamed beast lurking inside who longs to return to her beloved northern home. Armed with his street smarts and her animal instincts, a simple peddler and a forgotten deity begin a journey through the wild countryside. Along their path, the riches of happiness shall be reaped, even as the bankruptcy which dwells in the human heart is exposed.",2008,TV-14,25,"['scifi', 'romance', 'animation', 'fantasy']",['JP'],2.0,tt1158671,7.9,4312.0,16.075,7.8
