id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm346783,Cheese in the Trap,MOVIE,Movie is based on the popular webcomic “Cheese in the Trap” by Soonkki which was previously adapted in the 2016 television drama series “Cheese in the Trap.”,2018,,113,"['drama', 'thriller', 'romance']",['KR'],,tt6886062,5.6,507.0,39.824,6.7
tm359732,The Age of Blood,MOVIE,"Ancient Korea, 1728. Swordsman Kim Ho, guard of King Yeong-jo of Joseon, is demoted and sent to work in Uigeumbu prison. When night falls, the prison is assaulted by the master warrior Do Man-cheol and his powerful henchmen for the purpose of freeing Lee In-jwa, who has been condemned to death for rising up in revolt against the king.",2017,,103,"['action', 'drama']",['KR'],,tt8081830,5.7,214.0,4.739,6.1
ts76489,Judge vs. Judge,SHOW,"An unconventional judge sets out to prove the innocence of her brother, a convict accused of rape and murder, with the help of a fellow justice.",2017,,30,"['drama', 'romance', 'action', 'horror']",['KR'],2.0,tt3815402,6.8,108.0,6.581,5.9
ts86291,I Picked Up a Celebrity On the Street,SHOW,"Contract worker Lee Yeon Seo daydreams about teaching her manager a lesson, but accidentally acts out her fantasy on none other than top Hallyu star Kang Joon Hyuk. Thinking she killed him but afraid to be labeled a murderer, she takes him home and prepares to get rid of the body. But Joon Hyuk wakes up and seeing her preparations thinks he has been kidnapped by a murderous psychopath. Seeing no other option, she keeps him hostage so he doesn't turn her in to the police. How long can she keep him hidden and can she ever convince him she's not an evil person?",2018,,53,"['comedy', 'drama', 'romance']",['KR'],1.0,tt9108792,6.8,197.0,4.904,6.7
ts47352,The One That Got Away,SHOW,"The One That Got Away is a 1996 ITV television film, based on the book of the same name by Chris Ryan telling the true story of a Special Air Service patrol during the Gulf War in 1991.

The film stars Paul McGann as 'Ryan', and was directed by Paul Greengrass, director of United 93, Bloody Sunday, and two of the Jason Bourne films.",2018,TV-14,35,"['comedy', 'drama', 'romance']",['GB'],1.0,tt7849048,7.5,21.0,0.6,
ts75750,Revolutionary Love,SHOW,"Byun Hyuk is the younger son of a rich conglomerate family who was born with a silver spoon in his mouth. The lack of difficulties in life contributed to the carefree and hopelessly positive mindset of his. One day, he meets a girl who is everything that he is not. This drama is a depiction of youth where they learn about love and friendship.",2017,TV-MA,68,"['comedy', 'romance']",['KR'],1.0,tt7340800,6.9,666.0,5.915,8.6
ts80343,The Legend of Dugu,SHOW,"“He who has Dugu, has the world”.

Daughters of a court official, Dugu Banruo, Dugu Mantuo, and Dugu Jialou were always destined for greatness. Blessed with beauty, intelligence, and connections, the Dugu sisters grew up knowing they were the subjects of a prophecy that could someday tear them apart. Determined to remain loyal to each other, they vowed to always put their relationship first. But time has a way of changing things, and vows are easily broken.",2018,,45,['drama'],['CN'],1.0,tt10690666,8.3,34.0,27.406,7.7
tm456477,The Cougar Queen,MOVIE,"The life of fame is suddenly a series of bad luck that makes Ms Q face many challenges if she wants to regain her position. At the same time, Jack - a young apprentice appeared and Ms Q was ""drunk"". Will Ms Q save his career? What is Jack's real identity?",2018,,105,"['comedy', 'romance']",['VN'],,tt9431498,5.5,87.0,0.958,6.0
ts76602,I Cannot Hug You,SHOW,"The plot revolves around an inexplicable pull between two people and the romance that ensues between them. The main protagonist is the modern-day vampire who is apathetic towards everything in life until he showed up as her next-door neighbor (he's a germophobe, like in the webtoon). Her world changes as she feels the desperate need to get close to him. Will she finally be able to hug him?

~~ Based on the ""unTouchable"" Line webtoon created by Massstar.",2017,,31,"['drama', 'romance']",['CN'],2.0,tt7741974,7.0,42.0,9.353,9.0
ts78448,Legend of Fuyao,SHOW,"Meng Fu Yao, a woman born from a divine lotus petal. She journeys through the five continents towards the heavens in search of a secret order and to reveal a conspiracy originating from the heavens. In the process, she falls in love with the crown prince Zhangsun Wuji.",2018,,43,"['scifi', 'fantasy', 'romance', 'action']",['CN'],1.0,tt8811032,7.6,846.0,0.745,7.8
ts76547,Money Flower,SHOW,"The story of people driven by greed. Kang Pil-Joo grew up at an orphanage, but he now works as a managing director of a legal team at a corporation. He is acknowledged for his intelligence and his exemplary job performance. Some of those that work around him are jealous of him. Na Mo-Hyun is an environmental activist and a science teacher at a middle school. She is a good listener and laughs a lot. She dreams of a love driven by fate.",2017,,65,['drama'],['KR'],1.0,tt7521802,7.5,275.0,4.643,7.8
