person_id,id,name,character,role
106212,tm33081,Hyun Woo,King's man,ACTOR
38443,tm33081,Cho Jin-woong,Tae Ahn-gong,ACTOR
97446,tm33081,Lim Ju-hwan,Han-baek,ACTOR
256293,tm33081,Yeo Wook-hwan,Im-bo,ACTOR
361232,tm33081,Song Joong-ki,No-tak,ACTOR
38436,tm33081,No Min-woo,Min-woo (uncredited),ACTOR
105241,tm33081,Yeo Jin-goo,Young Hong-rim,ACTOR
274560,tm33081,Son Jong-hak,Emissary (uncredited),ACTOR
251533,tm33081,Yoo Ha,,DIRECTOR
62084,ts30225,Jang Hyuk,Lee Dae-gil,ACTOR
42775,ts30225,Oh Ji-ho,Song Tae-ha,ACTOR
101831,ts30225,Lee Da-hae,Un-nyun / Kim Hye-won,ACTOR
6618,ts30225,Gong Hyung-jin,Eop-bok,ACTOR
352,ts30225,Lee Jong-hyuk,Hwang Chul-woong,ACTOR
99043,ts30225,Han Jung-soo,General Choi,ACTOR
61563,ts30225,Kim Ji-seok,Wang Son-i,ACTOR
103760,ts30225,Sung Dong-il,Chun Ji-ho,ACTOR
105913,ts30225,Kim Ha-eun,Seol-hwa,ACTOR
59297,ts30225,Lee Han-wi,Pogyo Oh,ACTOR
105911,ts30225,Kim Eung-soo,Lee Gyeong-sik,ACTOR
105912,ts30225,Danny Ahn,Baek-ho,ACTOR
88187,ts30225,Ahn Suk-hwan,Hwabaek Bang,ACTOR
104501,ts30225,Yoon Joo-hee,Jakeun Jumo,ACTOR
12233,ts30225,Kim Kap-soo,King Injo,ACTOR
12235,ts30225,Jo Hee-bong,Kkeut-bong,ACTOR
38443,ts30225,Cho Jin-woong,Kwak Han-seom,ACTOR
49284,ts30225,Kil-kang Ahn,Jjak-gui,ACTOR
103044,ts30225,Lee In,Grand Prince Bongrim,ACTOR
604873,ts30225,Yoon Ji-min,Yoon-ji,ACTOR
1244858,ts30225,Yun Mun-sik,,ACTOR
1121877,ts30225,Kwak Jung-hwan,,DIRECTOR
23584,ts31984,Kwon Sang-woo,Cha Song-joo,ACTOR
113495,ts31984,Choi Ji-woo,Han Jeong-Seo,ACTOR
75394,ts31984,Hyeon-jun Shin,Han Tae-hwa,ACTOR
100923,ts31984,Kim Tae-hee,Han Yuri,ACTOR
144065,ts31984,Lee Hwi-hyang,Tae Mi-ra,ACTOR
61460,ts31984,Park Shin-hye,young Han Jeong-Seo,ACTOR
6170,ts31984,Baek Sung-hyun,young Song-joo,ACTOR
113499,ts31984,Ha Jae-yeong,Han Su-ha,ACTOR
144066,ts31984,Kim Ji-sook,Min Seo-hyun,ACTOR
106732,ts31984,Jung Han-yong,Han Pil-su,ACTOR
103295,ts30275,Gong Hyo-jin,Seo Yoo Kyung,ACTOR
38436,ts30275,No Min-woo,Philip,ACTOR
53512,ts30275,Lee Sun-kyun,Choi Hyun Wook,ACTOR
174261,ts30275,Alex Chu,Kim San,ACTOR
