id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm889514,The House in Between,MOVIE,"A dream home turned into a nightmare after a life-changing paranormal experience.  The homeowner, Alice Jackson, refuses to spend another night at her house unless someone proves to her what she experienced has a natural explanation.  Directors’ Steve Gonsalves and Kendall Whelpton headed to Mississippi with their camera crew to document the real-life effects of a homeowner’s mission to get her house back from this terrifying nightmare.  The approach was much like a detective chasing down leads and connecting the dots. With a no stone left unturned mindset, utilizing real scientific data via physicists, field experts and deep accurate research. The filmmakers were also adamant their film crew be very experienced in the field of paranormal research because of the sensitive nature of this case. The directors hand selected each film crew member not only for their respective production expertise but also for their dedication to the documentation of real paranormal research.",2020,R,81,"['thriller', 'horror', 'documentation']",['US'],,tt11568236,4.4,324.0,1.576,5.8
tm855890,The Jack in the Box,MOVIE,"When a vintage Jack-in-the-box is un-earthed and opened, it's new owners soon have reason to believe the creepy clown doll within has a life of it's own.",2019,,87,['horror'],['GB'],,tt10645682,4.2,1723.0,43.353,5.5
tm863227,Dune Drifter,MOVIE,"After a devastating orbital space battle, the survivor of a crashed star-fighter must navigate the harsh environment of a desolate planet to save herself before her life support expires.",2020,R,98,"['thriller', 'action', 'drama', 'scifi']",['GB'],,tt11835714,3.4,1240.0,12.053,4.3
tm408374,Gundala,MOVIE,"Sancaka has lived on the streets since his parents left him. Living a hard life, Sancaka survives by thinking about his own safety. When the condition of the city gets worse and injustice rages throughout the country, Sancaka must decide whether he continues to live to look after himself or rise to become their oppressed hero.",2019,,123,"['fantasy', 'action', 'drama', 'scifi', 'crime']",['ID'],,tt8237172,6.2,4734.0,13.641,6.1
tm491053,The Curse of Halloween Jack,MOVIE,Notorious cult The Lords of Samhain resurrect long dead serial killer Halloween Jack and all hell breaks loose in the town of Dunwich.,2019,,81,['horror'],['GB'],,tt9186684,3.2,298.0,8.556,4.7
tm490913,The Courier,MOVIE,A courier in London discovers that one of the packages she's transporting is a bomb.,2019,R,99,"['thriller', 'action', 'crime', 'drama']","['US', 'GB']",,tt8075016,4.9,11151.0,22.514,6.1
tm818703,Death of a Vlogger,MOVIE,"An ambitious vlogger experiences the dark side of the internet when his latest video, which features an alleged haunting, goes viral.",2019,,88,"['horror', 'drama']",['GB'],,tt8581840,5.6,1061.0,2.624,5.1
tm827085,Butt Boy,MOVIE,"Detective Fox loves work and alcohol. After he goes to AA, his sponsor, Chip, becomes a suspect in his investigation for a missing kid. Fox believes people are disappearing up Chip’s butt.",2020,,99,"['thriller', 'horror', 'fantasy', 'comedy', 'crime', 'scifi']",['US'],,tt7879442,5.5,1542.0,3.357,5.6
tm453704,Assimilate,MOVIE,Three friends making a web series about their town discover that their neighbors are being killed and replaced by creatures who are perfect copies of their victims.,2019,PG-13,93,"['horror', 'thriller', 'scifi']",['US'],,tt5238904,5.3,6654.0,18.446,6.5
tm881364,The Dinner Party,MOVIE,"A budding playwright and his wife attend a dinner party hosted by wealthy, cultural elites, who have promised to bankroll the writer's latest play to Broadway, but, in fact, have darker designs in mind for the couple.",2020,,116,"['horror', 'thriller', 'comedy']",['US'],,tt10358198,5.0,7507.0,5.512,4.4
